4.87	1.2916
3.7	0.453915
4.13	0.453915
5.03	1.86458
3.93	0.507051
3.59	0.318184
4.86	0.264342
4.23	0.775944
3.72	1.6188
3.89	0.483639
3.7	1.75923
4.75	0.697752
3.66	0.735455
5.96	0.692875
4.12	1.9454
5.23	2.41408
5.28	2.41408
4.4	1.97245
3.88	1.83647
5.48	0.506625
5.3	2.24417
3.73	1.42102
3.87	1.4627
5.66	2.19634
6.05	3.97902
5.85	3.97902
5	4.60443
5.24	2.32328
6.25	1.9039
4.43	0.907029
4.19	2.09951
4.62	1.32362
4.98	0.656419
4.63	1.89672
4.54	0.936844
3.59	0.560514
3.5	2.1884
4.15	1.71018
4.01	1.71018
3.62	1.50659
4.74	1.93314
4.71	1.4262
6.47	2.29737
4.05	2.06686
3.89	2.62127
3.58	1.08416
3.97	1.08416
6.14	1.17481
3.63	1.74074
4.62	1.94525
4.56	2.02859
5.05	1.7051
4.77	1.7051
4.6	1.9566
4.24	1.89475
5.14	3.8887
6.49	2.55281
6.9	2.55281
5.73	1.55965
4.99	1.6667
4.71	2.91448
4.14	1.91321
4.74	1.78763
5.26	1.90568
4.55	1.64795
5.44	2.91532
4.81	2.91532
5.15	1.68898
6.78	1.55079
5.4	1.25612
5.46	1.25612
3.63	1.49163
4.97	1.68827
4.33	2.66753
5.34	3.7292
5.64	3.7292
5.89	3.46014
4.48	3.57072
3.71	1.98839
5.19	1.42824
4.74	3.52864
4.52	3.52864
5.43	1.17638
5.38	1.17638
4.28	0.494938
4.02	0.494938
3.96	2.2092
4.16	2.53461
3.95	2.06043
4.33	2.06043
3.7	0.290581
3.68	1.01307
5.43	1.44033
3.53	1.23669
4.34	0.0452703
5.15	0.137052
3.82	0.50156
5.06	0.885122
5.4	1.06756
3.97	1.68328
4.37	2.25428
3.86	1.54994
5.3	1.63872
3.52	1.29249
3.56	1.87168
4.08	1.51947
5.65	1.61596
5.07	1.63572
5.41	2.21428
4.97	2.21428
4.02	1.12832
4.27	1.87778
4.45	1.87778
3.62	2.15571
5.82	1.45085
3.76	1.46327
3.7	1.48268
5.55	2.12624
5.6	2.29879
6.03	2.52907
4.96	2.52907
3.75	5.77754
4.88	1.64799
4.99	1.64799
3.51	2.14063
3.6	0.395829
4.3	1.43041
4.32	2.29734
5.41	2.63553
5.37	2.63553
3.9	3.67171
3.65	3.64863
4.02	2.36939
4.44	1.99393
4.15	2.70651
4.83	2.70651
6.9	2.0555
7.46	2.0555
6.24	0.666329
3.85	1.90923
5.04	2.04639
3.61	3.08467
4.15	1.96145
3.92	1.96145
3.87	1.88693
3.57	5.40031
5.04	2.89234
4.88	2.89234
3.82	1.38248
4.31	0.71662
4.15	0.529678
4.02	0.365072
3.79	0.290766
4.06	1.46851
4.41	0.466755
3.62	0.594333
3.84	1.61775
3.56	0.829267
3.87	2.11527
3.58	2.70819
4.91	1.59339
6.41	1.86134
6.59	1.65059
6.39	1.65059
4	1.92877
3.64	2.00587
5.22	0.972087
4.5	0.675523
4.84	0.789961
4.88	0.789961
4.7	1.30794
3.69	0.320209
3.5	0.320209
5.45	2.34628
3.55	2.48392
3.58	2.48392
4.59	4.27759
3.94	3.95259
5.72	1.66888
5.68	1.66888
4.48	1.76004
4.75	1.76004
6.9	1.73957
3.75	3.41556
3.61	2.47449
4.06	1.73664
3.8	2.093
5.86	3.15485
4.89	2.60909
5	2.60909
5.82	2.054
3.62	1.99042
4.22	2.1254
3.7	2.1254
4.11	1.27076
3.81	1.50721
4.37	3.03344
4.72	2.57139
3.82	0.512125
4.01	1.51428
3.9	1.51428
4.99	0.125953
4.74	0.256276
4.18	0.998192
3.77	2.5441
4.59	1.7389
4.14	2.11585
4.28	2.11585
3.73	0.513762
4.84	2.19724
5.47	0.422634
3.75	1.81949
5.8	1.42108
6.06	2.41276
4.24	0.631064
3.98	1.83383
4.14	1.2711
4.35	1.44084
3.85	1.28305
4.22	1.38725
4.54	1.7935
4.4	1.20334
3.7	0.543922
5.87	1.70699
4.12	1.59617
3.82	1.27038
5.13	2.93707
3.93	1.10468
5.09	1.57818
4.06	1.54503
4.53	1.65003
4.62	1.991
4.29	3.65288
4.57	2.51695
4.91	1.9203
4	1.24825
5.55	1.9023
4.21	1.66437
3.76	1.48297
3.5	1.31213
3.77	1.38348
5.14	1.57929
4.15	1.64737
4.08	1.72274
4.75	2.45043
6.12	1.09286
4.27	0.672253
4.32	0.387162
4.03	1.60002
6.1	2.18716
3.82	1.80459
5.03	1.9848
5.77	2.23491
3.84	2.20405
4.67	1.99609
4.35	3.85831
3.89	1.30896
4.13	1.80752
5.19	1.39392
3.56	2.27455
5.26	1.79576
5.77	1.79576
4.84	1.34344
6.13	1.8498
6.3	2.42327
4.64	1.03216
4.66	0.0837355
3.71	2.31445
4.67	1.90829
4.23	1.07609
4.14	2.1537
3.91	1.05262
3.82	1.05262
5.26	0.957572
4.27	1.4998
3.72	0.765909
3.82	0.765909
6.08	0.246829
3.62	0.97309
3.96	0.0299795
4.67	1.43482
4.24	1.43565
3.74	0.818795
3.91	0.0157325
5.12	1.10814
5.18	1.10814
3.59	0.534921
3.71	0.197049
4.81	0.132772
4.03	0.947161
4.3	2.57345
4.24	0.39817
5.56	0.498408
5.95	1.93013
5.16	1.60108
5.18	1.60108
3.98	1.52512
5.26	1.27398
3.96	1.56594
3.83	1.56594
4.14	1.23389
3.78	0.888427
5.31	1.78171
4.91	1.78171
4.33	1.09144
4.53	1.71388
4.46	0.00160988
3.94	0.00160988
4.22	1.76364
4.43	0.939895
6.71	0.202447
5.41	1.66915
5.01	1.41612
5.17	1.41612
4.19	1.43357
3.72	1.7337
3.71	2.43994
3.88	1.48317
4.58	1.69416
4.71	1.69416
4.22	0.164439
3.85	0.953388
3.64	1.02762
4.22	3.08088
4.08	0.231436
3.97	1.16669
3.62	1.0826
3.87	1.0826
4.35	1.0909
4.64	2.56107
6.53	1.73991
4.29	1.97625
3.57	0.558905
3.72	0.558905
3.7	0.901013
4.93	0.0897666
5.81	1.95607
4.8	1.46149
3.93	1.26842
5.07	1.5355
4.91	1.86005
3.82	0.36438
3.58	0.36438
3.59	1.41239
3.82	1.92535
5.04	0.3005
3.56	1.74212
3.56	1.05249
4.89	2.37843
5.03	1.28409
4.18	1.60489
3.76	1.60489
4.93	0.440045
4.49	1.56907
4.26	0.00482515
4.87	1.76797
4.47	0.314558
4.14	2.16595
4.12	0.753268
3.69	1.0152
3.93	1.61661
3.63	1.66831
3.59	1.97832
3.86	1.79041
4.28	1.36514
3.6	0.00103344
3.89	1.64778
3.63	0.294587
5.51	1.95867
4.41	1.62132
4.21	2.45904
4.78	1.34102
3.61	1.63421
4.11	1.53504
4.62	1.60776
3.77	0.889827
5.48	0.994038
3.72	0.0204401
3.75	0.269454
3.78	1.52521
3.9	0.0303576
3.81	1.5
6.11	1.52289
4.86	0.385051
4.66	0.941774
4.89	1.51707
4.59	0.136597
4.33	0.136597
4.01	1.30901
3.54	0.397194
5.29	1.22626
3.9	1.63223
5.07	0.214242
4.14	1.11152
3.66	1.11152
3.9	0.0131362
3.87	1.13404
4.5	0.709801
3.56	0.139152
3.65	0.981564
3.99	0.981564
4.22	1.41365
3.59	1.37347
4.9	1.2957
5.36	1.26006
4.12	2.31963
5.11	1.62507
3.56	0.75357
3.51	0.10351
4.09	0.377898
4.95	1.65283
4.21	1.27045
4.58	0.42161
4.59	1.69318
5.05	2.0743
3.83	1.77112
3.98	1.77112
4.7	1.43399
4.74	0.658141
5.03	0.658141
4.72	1.06484
4.27	0.142886
3.86	0.370728
4.62	0.248039
3.54	1.96752
5.43	0.297755
4.54	0.303577
5.57	1.94014
3.57	1.54809
5.13	0.605153
3.69	1.31483
5.39	2.01091
5.5	2.01091
3.82	1.66226
5.35	1.50233
4.59	0.246336
5.8	1.73513
4.53	1.70241
5.13	1.04583
5.45	0.233493
5.41	0.233493
4.04	1.66128
5.03	0.249541
5.16	1.24896
3.51	0.00574586
3.94	1.94385
5.09	2.12343
5.01	1.49506
5.4	1.49506
6.12	1.56004
5.98	1.56004
4.67	1.08909
4.56	1.08909
3.65	2.03287
3.5	1.77061
